Day,Susceptibles,Infected,Recovered,Vaccinated (% of population),Deaths (thousands),Mean Unemployment Rate (%),US Debt (USD),US GDP (USD),Post-productivity (trillion $),Current Subsidy Quantitative Policy Level,Total Subsidies (USD),US Tax Wedge ('%' of GDP),US Federal Deficit (USD),US Federal Interest Payment (USD),Federal Reserve Fund Rate (%),US Treasury Yield Long Term (%),US Government Revenue (USD),US Health Index,Defense Imperialism Spending (USD),Income Security Spending (USD),Social Security Spending (USD),Medicare Medicaid Spending (USD),Federal Reserve Balance Sheet (USD),Inflation,US Treasury Yield,Defense Imperialism Index,Income Security Index,Social Security Index,Medicare Medicaid Index,Inflation Index,US Treasury Yield Index,Health Index,Economic Index,Reward,Reward Social Welfare
572,106917280.0,1133063.0,220687570.0,0.5621798734040767,719.286,0.03720153473261052,22528165533708.285,20789325905384.74,31343826000000.0,3,5151728437041.058,0.1630441,10782167367.354649,2089557319.354649,1.75,0.033871094574182026,9286512000.0,[419.1183],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[419.1183],[355.70416],0.6823189982418778,0.6823189982418778
573,106597064.0,1120466.4,221020380.0,0.5629461008081587,719.883,0.03720616760252261,22538948701634.023,20789325905384.74,31403560000000.0,3,5160734955287.633,0.1630441,10783167925.739895,2090557877.7398937,1.75,0.033871094574182026,9286512000.0,[419.99796],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[419.99796],[356.4922],0.8410929547411744,0.8410929547411744
574,106282140.0,1108059.1,221347730.0,0.563698310966965,720.362,0.03717455579416644,22549732870210.996,20789325905384.74,31463297000000.0,3,5169741473534.208,0.1630441,10784168576.974476,2091558528.9744747,1.75,0.033871094574182026,9286512000.0,[420.90414],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[420.90414],[357.28043],0.8565302065872982,0.8565302065872982
575,106052960.0,1095675.2,221589280.0,0.5641923215209529,722.128,0.03718971680771986,22560518039532.062,20789325905384.74,31523032000000.0,3,5178747991780.783,0.1630441,10785169321.067009,2092559273.0670075,1.75,0.033871094574182026,9286512000.0,[421.5213],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[421.5213],[358.06845],0.6891016436135581,0.6891016436135581
576,105800140.0,1083243.6,221854530.0,0.5647611880583924,724.051,0.0371794198512836,22571304209690.09,20789325905384.74,31582767000000.0,3,5187754510027.358,0.1630441,10786170158.026112,2093560110.02611,1.75,0.033871094574182026,9286512000.0,[422.1032],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[422.1032],[358.8566],0.6687345482351179,0.6687345482351179
577,105506630.0,1069721.5,222161570.0,0.5654598114566134,727.238,0.0371807339680282,22582091380777.95,20789325905384.74,31642503000000.0,3,5196761028273.934,0.1630441,10787171087.860401,2094561039.8603997,1.75,0.033871094574182026,9286512000.0,[422.40128],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[422.40128],[359.64468],0.5043602298243226,0.5043602298243226
578,105235320.0,1055913.0,222446700.0,0.5660946758572261,729.257,0.037184794953801434,22592879552888.527,20789325905384.74,31702238000000.0,3,5205767546520.509,0.1630441,10788172110.578495,2095562062.5784948,1.75,0.033871094574182026,9286512000.0,[422.9616],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[422.9616],[360.43277],0.6562195963897262,0.6562195963897262
579,104734824.0,1042181.8,222960900.0,0.5674294777728043,731.126,0.03717119749581913,22603668726114.715,20789325905384.74,31761975000000.0,3,5214774064767.084,0.1630441,10789173226.189014,2096563178.1890154,1.75,0.033871094574182026,9286512000.0,[423.55563],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[423.55563],[361.22095],0.6757644459720032,0.6757644459720032
580,104445330.0,1028319.06,223264260.0,0.5681258136344698,731.7,0.03716254622725052,22614458900549.414,20789325905384.74,31821710000000.0,3,5223780583013.659,0.1630441,10790174434.70058,2097564386.7005808,1.75,0.033871094574182026,9286512000.0,[424.4405],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[424.4405],[362.00916],0.8441548892002276,0.8441548892002276
581,104198410.0,1014848.6,223524640.0,0.5686945828299282,731.982,0.03716801258787562,22625250076285.535,20789325905384.74,31881448000000.0,3,5232787101260.234,0.1630441,10791175736.12181,2098565688.1218128,1.75,0.033871094574182026,9286512000.0,[425.3909],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[425.3909],[362.7973],0.8820983539690144,0.8820983539690144
582,104008620.0,1001528.2,223727760.0,0.5690918354547213,733.436,0.0371653752285757,22636042253415.996,20789325905384.74,31941185000000.0,3,5241793619506.81,0.1630441,10792177130.461334,2099567082.4613328,1.75,0.033871094574182026,9286512000.0,[426.07812],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[426.07812],[363.58548],0.7297226771919658,0.7297226771919658
583,103759840.0,988257.2,223989820.0,0.5696713609390892,735.039,0.03714449841557066,22646835432033.723,20789325905384.74,32000958000000.0,3,5250800137753.385,0.1630441,10793178617.727764,2100568569.7277634,1.75,0.033871094574182026,9286512000.0,[426.7319],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[426.7319],[364.3761],0.7113860917275568,0.7113860917275568
584,103492510.0,974679.9,224270720.0,0.5703111411097466,737.084,0.037157962028328974,22657629612231.652,20789325905384.74,32060730000000.0,3,5259806655999.96,0.1630441,10794180197.92973,2101570149.929728,1.75,0.033871094574182026,9286512000.0,[427.2864],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[427.2864],[365.1654],0.6533559358520369,0.6533559358520369
585,103191290.0,961291.44,224585330.0,0.571056342645915,738.94,0.0370763255675077,22668424794102.727,20789325905384.74,32120509000000.0,3,5268813174246.535,0.1630441,10795181871.075851,2102571823.0758507,1.75,0.033871094574182026,9286512000.0,[427.88336],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[427.88336],[365.95526],0.6781698107572947,0.6781698107572947
586,102919016.0,948695.0,224870200.0,0.5717140824120818,740.67,0.037085417916928085,22670214459467.902,20789325905384.74,32172631000000.0,0,5268813174246.535,0.1630441,1789665365.174757,2103573589.1747565,1.75,0.033871094574182026,9286512000.0,[428.5086],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[428.5086],[366.50748],0.5945019167960841,0.5945019167960841
587,102627880.0,936478.94,225173570.0,0.5724307140768028,741.069,0.03705244027889986,22672004290909.582,20789325905384.74,32224756000000.0,0,5268813174246.535,0.1630441,1789831441.6811676,2103739665.6811678,1.5,0.033871094574182026,9286512000.0,[429.43274],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[429.43274],[367.35297],0.8910323207212241,0.8910323207212241
588,102381140.0,925072.1,225431730.0,0.5730126244397071,741.327,0.036987212025764625,22673794288443.18,20789325905384.74,32276887000000.0,0,5268813174246.535,0.1630441,1789997533.5990658,2103905757.5990663,1.25,0.033871094574182026,9286512000.0,[430.38855],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[430.38855],[368.19876],0.9094914970549217,0.9094914970549217
589,102197180.0,915119.44,225625580.0,0.5734013109701651,742.572,0.036744206895805716,22675584452084.11,20789325905384.74,32329040000000.0,0,5268813174246.535,0.1630441,1790163640.929882,2104071864.9298828,1.0,0.033871094574182026,9286512000.0,[431.1227],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[431.1227],[369.0458],0.7816901707419852,0.7816901707419852
590,102007270.0,905250.25,225825390.0,0.5738102933036784,743.877,0.03653091236363499,22677374781847.785,20789325905384.74,32381216000000.0,0,5268813174246.535,0.1630441,1790329763.675047,2104237987.6750474,0.75,0.033871094574182026,9286512000.0,[431.84338],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[431.84338],[369.8934],0.7741208293261684,0.7741208293261684
591,101742790.0,895354.9,226099780.0,0.5744481753057046,745.857,0.03645814923277667,22679165277749.62,20789325905384.74,32433395000000.0,0,5268813174246.535,0.1630441,1790495901.835991,2104404125.8359914,0.5,0.033871094574182026,9286512000.0,[432.41248],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[432.41248],[370.74078],0.6862652271532323,0.6862652271532323
592,101399670.0,885992.6,226452260.0,0.5753258592781247,747.051,0.03644813821840983,22680955939805.035,20789325905384.74,32485577000000.0,0,5268813174246.535,0.1630441,1790662055.4141445,2104570279.414144,0.25,0.033871094574182026,9286512000.0,[433.15808],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[433.15808],[371.588],0.7883978598270904,0.7883978598270904
593,101169630.0,877333.75,226690960.0,0.5758594880184128,749.169,0.0364027038487401,22682746768029.445,20789325905384.74,32537762000000.0,0,5268813174246.535,0.1630441,1790828224.4109364,2104736448.4109368,0.25,0.033871094574182026,9286512000.0,[433.6962],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[433.6962],[372.4355],0.6683537768226679,0.6683537768226679
594,100938536.0,869446.25,226929940.0,0.5763957936631806,749.674,0.03587670124428239,22684537762438.273,20789325905384.74,32589998000000.0,0,5268813174246.535,0.1630441,1790994408.8278008,2104902632.8278,0.25,0.033871094574182026,9286512000.0,[434.59653],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[434.59653],[373.28598],0.8793603397379006,0.8793603397379006
595,100701070.0,862494.56,227174370.0,0.5769504482713822,749.908,0.03552852114570198,22686328923046.94,20789325905384.74,32642263000000.0,0,5268813174246.535,0.1630441,1791160608.6661644,2105068832.666165,0.25,0.033871094574182026,9286512000.0,[435.5577],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[435.5577],[374.137],0.9148134327416864,0.9148134327416864
596,100491096.0,856444.0,227390370.0,0.5774200746591093,751.106,0.035491884057572476,22688120249870.867,20789325905384.74,32694533000000.0,0,5268813174246.535,0.1630441,1791326823.9274635,2105235047.927463,0.25,0.033871094574182026,9286512000.0,[436.30243],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[436.30243],[374.98718],0.789119770276064,0.789119770276064
597,100292970.0,851041.75,227593920.0,0.5778531978039309,752.547,0.035424441274367634,22689911742925.48,20789325905384.74,32746844000000.0,0,5268813174246.535,0.1630441,1791493054.6131248,2105401278.6131248,0.25,0.033871094574182026,9286512000.0,[436.99258],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[436.99258],[375.83984],0.7585639003822872,0.7585639003822872
598,100034120.0,845794.8,227858000.0,0.5784716114097408,754.232,0.035294830426557795,22691703402226.203,20789325905384.74,32799200000000.0,0,5268813174246.535,0.1630441,1791659300.7245827,2105567524.7245817,0.25,0.033871094574182026,9286512000.0,[437.62793],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[437.62793],[376.69415],0.7275347586941598,0.7275347586941598
599,99808440.0,840862.8,228088620.0,0.578989324736122,755.13,0.03527572402083367,22693495227788.465,20789325905384.74,32851521000000.0,0,5268813174246.535,0.1630441,1791825562.2632656,2105733786.2632651,0.25,0.033871094574182026,9286512000.0,[438.44],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[438.44],[377.54492],0.8283726731346654,0.8283726731346654
600,99582300.0,836743.7,228318880.0,0.5795070867334938,757.574,0.0352681252624355,22695287219627.695,20789325905384.74,32903845000000.0,0,5268813174246.535,0.1630441,1791991839.230606,2105900063.2306068,0.25,0.033871094574182026,9286512000.0,[438.9049],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[438.9049],[378.39676],0.6278028666879101,0.6278028666879101
601,99336776.0,833753.44,228567400.0,0.5800812097379117,758.174,0.03527396273936347,22706085896031.324,20789325905384.74,32963824000000.0,3,5277819692493.11,0.1630441,10798676403.62804,2106066355.6280391,0.25,0.033871094574182026,9286512000.0,[439.7839],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[439.7839],[379.42206],0.9405974838982869,0.9405974838982869
602,99144616.0,831897.2,228761400.0,0.580490192071425,758.405,0.03510670183843351,22716885574525.336,20789325905384.74,33023820000000.0,3,5286826210739.686,0.1630441,10799678494.010899,2107068446.0108976,0.25,0.033871094574182026,9286512000.0,[440.7458],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[440.7458],[380.21967],0.8927138246878588,0.8927138246878588
603,98938910.0,830940.3,228968060.0,0.5809381111973709,759.682,0.03492577959884615,22727686255202.723,20789325905384.74,33083831000000.0,3,5295832728986.261,0.1630441,10800680677.385258,2108070629.3852575,0.25,0.033871094574182026,9286512000.0,[441.47278],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[441.47278],[381.01788],0.7569658429155078,0.7569658429155078
604,98726150.0,831002.6,229180750.0,0.5814046226417035,760.998,0.034907625319374476,22738487938156.48,20789325905384.74,33143810000000.0,3,5304839247232.836,0.1630441,10801682953.75975,2109072905.759749,0.25,0.033871094574182026,9286512000.0,[442.191],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[442.191],[381.8133],0.7507158662687627,0.7507158662687627
605,98501544.0,831317.5,229405060.0,0.5819063718831874,762.656,0.03487779000217304,22749290623479.625,20789325905384.74,33203824000000.0,3,5313845765479.411,0.1630441,10802685323.143002,2110075275.143001,0.25,0.033871094574182026,9286512000.0,[442.83243],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[442.83243],[382.6123],0.7077688312052932,0.7077688312052932
606,98248030.0,832413.25,229657460.0,0.582493441371089,763.989,0.03481460897257741,22760094311265.168,20789325905384.74,33263844000000.0,3,5322852283725.986,0.1630441,10803687785.543648,2111077737.543646,0.25,0.033871094574182026,9286512000.0,[443.5468],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[443.5468],[383.41046],0.7496643068881736,0.7496643068881736
607,97983510.0,834486.06,229919920.0,0.5831110762410503,765.748,0.03477524935091454,22770899001606.137,20789325905384.74,33323867000000.0,3,5331858801972.562,0.1630441,10804690340.970314,2112080292.9703145,0.25,0.033871094574182026,9286512000.0,[444.16556],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[444.16556],[384.20865],0.6942890997762321,0.6942890997762321
608,97719144.0,837984.6,230180780.0,0.583723259960071,766.222,0.03477284926269351,22781704694595.57,20789325905384.74,33383892000000.0,3,5340865320219.137,0.1630441,10805692989.43164,2113082941.43164,0.25,0.033871094574182026,9286512000.0,[445.07285],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[445.07285],[385.00674],0.8613231007087772,0.8613231007087772
